Object Name,Text - Description,,,,,,,,,,,,,,,,,,,,
RSBPC_MODL,Manage model,,,,,,,,,,,,,,,,,,,,
RSBPC_MON,Manage Consolidation Monitor,,,,,,,,,,,,,,,,,,,,
RSBPC_OWN,Manage Ownership,,,,,,,,,,,,,,,,,,,,
RSBPC_RUL,Manage Business Rule,,,,,,,,,,,,,,,,,,,,
RSBPC_RULE,Manage Business Rule,,,,,,,,,,,,,,,,,,,,
RSBPC_TEAM,Manage team,,,,,,,,,,,,,,,,,,,,
RSBPC_USER,Manage and use User,,,,,,,,,,,,,,,,,,,,
RSBPC_WKSP,Manage resource,,,,,,,,,,,,,,,,,,,,
RSCRMBUPA,Authorization to Create Business Partners in CRM,,,,,,,,,,,,,,,,,,,,
RSCRMEXTR,Authorization to Create Table and File Extracts,,,,,,,,,,,,,,,,,,,,
RSCRM_TG,Authorization to Create Target Groups,,,,,,,,,,,,,,,,,,,,
RSDDLTIP,"Analytical Index Maintenance (Obsolete, Use S_RS_AI)",,,,,,,,,,,,,,,,,,,,
RSDMEENGIN,Authorisation for Datamining Engine,,,,,,,,,,,,,,,,,,,,
RSDMEMBW,Authorisation Object for Upload of Mining Results to BW,,,,,,,,,,,,,,,,,,,,
RSDMEMODEL,Authorisation for mining models,,,,,,,,,,,,,,,,,,,,
RSHAAP,Authorization for HANA Analysis Process,,,,,,,,,,,,,,,,,,,,
RSHAOT,Authorization for HANA Analysis Element Type,,,,,,,,,,,,,,,,,,,,
RSH_PSPROJ,Authorization to Display and Select Project Requests,,,,,,,,,,,,,,,,,,,,
RSH_RES,Authorization to Display and Select Resources,,,,,,,,,,,,,,,,,,,,
RSH_US_DEL,Authorization to Delete Work Center Assignments,,,,,,,,,,,,,,,,,,,,
RSMCONTEXT,Responsibility Contexts,,,,,,,,,,,,,,,,,,,,
RSMRULE,Responsibility Rules,,,,,,,,,,,,,,,,,,,,
RSMTEAM,Team in Responsibility Management,,,,,,,,,,,,,,,,,,,,
RSM_TEAM,Obsolete: Team in Responsibility Management,,,,,,,,,,,,,,,,,,,,
R_AREA,Planning - Planning Area,,,,,,,,,,,,,,,,,,,,
R_BSC_EBB,SEM-CPM: Briefing Book Designer,,,,,,,,,,,,,,,,,,,,
R_BUNDLE,Planning - Global Planning Sequence,,,,,,,,,,,,,,,,,,,,
R_COCKPIT,Authorization Object SEM: Cockpit,,,,,,,,,,,,,,,,,,,,
R_COCO,Concurrent Costing - Obsolete,,,,,,,,,,,,,,,,,,,,
R_CONFIG,Authorization: Financials Configuration,,,,,,,,,,,,,,,,,,,,
R_CONTACT,SEM-SRM: Contacts,,,,,,,,,,,,,,,,,,,,
R_COSTING,OBSOLETE Costing Solutions,,,,,,,,,,,,,,,,,,,,
R_COSTPLAT,Authorization for Costing Platform,,,,,,,,,,,,,,,,,,,,
R_CPM_BSC,Authorization Object SEM: BSC Elements,,,,,,,,,,,,,,,,,,,,
R_CRUN,Costing Run,,,,,,,,,,,,,,,,,,,,
R_CT_SET,Planning - Currency Translation Settings,,,,,,,,,,,,,,,,,,,,
R_DOCUMENT,SEM-SRM: Documents,,,,,,,,,,,,,,,,,,,,
R_FINB_TYP,Authorization for Accounting Types,,,,,,,,,,,,,,,,,,,,
R_HIER,Measure Catalog: Hierarchy (Obsolete),,,,,,,,,,,,,,,,,,,,
R_HIERNODE,Measure Catalog: Hierarchy Nodes,,,,,,,,,,,,,,,,,,,,
R_MEAS,Measures,,,,,,,,,,,,,,,,,,,,
R_METHOD,Planning - Planning Function,,,,,,,,,,,,,,,,,,,,
R_PACKAGE,Planning - Planning Package,,,,,,,,,,,,,,,,,,,,
R_PARAM,Planning - Parameter Group,,,,,,,,,,,,,,,,,,,,
R_PLEVEL,Planning - Planning Level,,,,,,,,,,,,,,,,,,,,
R_PM_NAME,Planning - Planning Folder,,,,,,,,,,,,,,,,,,,,
R_PROFILE,Planning - Planning Profile,,,,,,,,,,,,,,,,,,,,
R_RB_REPID,Authorization for Report Builder,,,,,,,,,,,,,,,,,,,,
R_RCNODE,Authorization Object SEM:Risk Builder Risk Catalog Hierarchy,,,,,,,,,,,,,,,,,,,,
R_RISK,Authorization Object SEM: Risk Builder - Risk,,,,,,,,,,,,,,,,,,,,
R_RMS,RMS: Target System,,,,,,,,,,,,,,,,,,,,
R_RSSEM,SEM-BCS: Authorization Check for Data,,,,,,,,,,,,,,,,,,,,
R_SCARD,Authorization Object SEM: Scorecard,,,,,,,,,,,,,,,,,,,,
R_STHOLDER,SEM-SRM: Stakeholder,,,,,,,,,,,,,,,,,,,,
R_STS_CUST,Planning: Customizing for Status and Tracking,,,,,,,,,,,,,,,,,,,,
R_STS_PT,Planning: Authorization for Planning Session and Subplan,,,,,,,,,,,,,,,,,,,,
R_STS_ST,Planning: No Longer Use; Use R_STS_PT,,,,,,,,,,,,,,,,,,,,
R_STS_SUP,Planning: Special Access to Status and Tracking System,,,,,,,,,,,,,,,,,,,,
R_UCXL_DAT,SEM-BCS: Authorization Check for Master and Transaction Data,,,,,,,,,,,,,,,,,,,,
R_UC_ODSM,Authorization for Deletion/Change of ODS/Totals Records,,,,,,,,,,,,,,,,,,,,
R_UC_PERIO,SAP Cons: Authorization Check for Period,,,,,,,,,,,,,,,,,,,,
R_UC_RECON,Authorization for Deletion/Change of Transaction Data,,,,,,,,,,,,,,,,,,,,
R_UC_SE,Authorization Object for Inbound Processing in SEM-BCS,,,,,,,,,,,,,,,,,,,,
R_UC_TASK,SEM-BCS: Authorization Check for Task,,,,,,,,,,,,,,,,,,,,
R_UGMD_ATT,Master Data: Authorization Types,,,,,,,,,,,,,,,,,,,,
R_UGMD_CHA,Master Data: Characteristics,,,,,,,,,,,,,,,,,,,,
R_UGMD_FLD,Master Data: Field Groups,,,,,,,,,,,,,,,,,,,,
R_UGMD_SNG,Master Data: Characteristic Values,,,,,,,,,,,,,,,,,,,,
R_UGX_REPC,Creation of Instance Documents,,,,,,,,,,,,,,,,,,,,
R_UPB_CW,Cost Center Wizard,,,,,,,,,,,,,,,,,,,,
R_UPX_EXEC,Execute Sales Planning,,,,,,,,,,,,,,,,,,,,
R_UPX_MNTN,Settings for Sales Planning,,,,,,,,,,,,,,,,,,,,
R_VDTREE,Authorization Object SEM: Value Driver Tree,,,,,,,,,,,,,,,,,,,,
R_WEBITF,Using the Web Interface Builder,,,,,,,,,,,,,,,,,,,,
SASAP_ADIM,Administrator: Implementation Assistant,,,,,,,,,,,,,,,,,,,,
SCRMMW,Authorization object for data exchange using the R/3 adapter,,,,,,,,,,,,,,,,,,,,
SDCT_CORRL,Authorization for logging of data corrections,,,,,,,,,,,,,,,,,,,,
SDCT_CORRP,Authorization for execution of correction programs,,,,,,,,,,,,,,,,,,,,
SDDLVIEW,DDL Entity Access,,,,,,,,,,,,,,,,,,,,
SGT_DEFLT,Authorization object for default segmentation tool,,,,,,,,,,,,,,,,,,,,
SGT_FIX,mass processing tool to extend articles,,,,,,,,,,,,,,,,,,,,
SGT_SETUP,Auth. Object for Segmentation Setup,,,,,,,,,,,,,,,,,,,,
SIAG_SRV,IAG Service,,,,,,,,,,,,,,,,,,,,
SILMSTOR,ILM DB Store: Authorization for Access to ILM Store,,,,,,,,,,,,,,,,,,,,
SILMSTORAD,ILM DB Store: Administration Authorization,,,,,,,,,,,,,,,,,,,,
SILMSTORCS,ILM DB Store: Authorization for Certification Suite,,,,,,,,,,,,,,,,,,,,
SILMSTORCT,ILM DB Store: Authorization for Certification Suite Testers,,,,,,,,,,,,,,,,,,,,
SILMSTORF,ILM DB Store: Client Authorization,,,,,,,,,,,,,,,,,,,,
SILMSTORM,ILM Store: Authorization for Access to ILM Store Monitor,,,,,,,,,,,,,,,,,,,,
SLL_CLS_LR,Obselete: Trade Classification: Authorization for Leg. Reg.,,,,,,,,,,,,,,,,,,,,
SLL_CLS_NS,Trade Classification: Authorization for Numbering Scheme,,,,,,,,,,,,,,,,,,,,
SLL_CMD_LR,Trade Classification Master Data: Legal Regulation OBSOLETE,,,,,,,,,,,,,,,,,,,,
SLL_CMD_NS,Trade Classification Master Data: Numbering Scheme OBSOLETE,,,,,,,,,,,,,,,,,,,,
SM4C,Solution Monitoring for Cloud,,,,,,,,,,,,,,,,,,,,
SMI_AUTH,Social Media Intelligence Authorization,,,,,,,,,,,,,,,,,,,,
SMI_DSAUTH,Authorization Object for Customizing Datasift report,,,,,,,,,,,,,,,,,,,,
SMUDRFCF4,Remote Call for Search help Information,,,,,,,,,,,,,,,,,,,,
SM_BPM_DET,General authorization object in Business Process Operations,,,,,,,,,,,,,,,,,,,,
SOM_ALLWNC,Convergent Charging Allowance,,,,,,,,,,,,,,,,,,,,
SOM_BEH,Subscription Order Management Business Events,,,,,,,,,,,,,,,,,,,,
SOM_PROD,Subscription Product,,,,,,,,,,,,,,,,,,,,
SOM_SHGR,Subscription Contract Sharing Group,,,,,,,,,,,,,,,,,,,,
SPAKTSTOBJ,,,,,,,,,,,,,,,,,,,,,
SPEDELTA,Checks authorization to run delivery delta report,,,,,,,,,,,,,,,,,,,,
SPERETMON,Changes of Returns Deliveries via Returns Monitor,,,,,,,,,,,,,,,,,,,,
SRF_REPRUN,OBSOLETE Common Authorization for a Report Run,,,,,,,,,,,,,,,,,,,,
SRF_RPGTSK,OBSOLETE Reporting Task based authorization object,,,,,,,,,,,,,,,,,,,,
SRF_RPRTNG,OBSOLETE Reporting Task,,,,,,,,,,,,,,,,,,,,
SRF_UPSCHM,Define Statutory Reports based on authorization Object,,,,,,,,,,,,,,,,,,,,
SSFVADM,Administration of SSFV Key Versions,,,,,,,,,,,,,,,,,,,,
SUPFM_MDFP,PFM Master Data Footprint Authorization,,,,,,,,,,,,,,,,,,,,
SWB_DISPLA,Authorization to Display Season Workbench,,,,,,,,,,,,,,,,,,,,
SWB_PROD_V,Authorization to Display Production View in Season Workbench,,,,,,,,,,,,,,,,,,,,
SWB_PUR_V,Authorization to Display Purchasing View in Season Workbench,,,,,,,,,,,,,,,,,,,,
SWB_SALE_V,Authorization to Display Sales View in Season Workbench,,,,,,,,,,,,,,,,,,,,
SWB_TREE,Authorizations for Season Workbench,,,,,,,,,,,,,,,,,,,,
S_ABAPDUMP,Authorization for ABAP Dump Analysis,,,,,,,,,,,,,,,,,,,,
S_ABAP_SES,ABAP Session,,,,,,,,,,,,,,,,,,,,
S_ABPLNGVS,ABAP Language Version,,,,,,,,,,,,,,,,,,,,
S_ACL_HIST,Authorization Object for Trust Relationship Access Control,,,,,,,,,,,,,,,,,,,,
S_ACMTSTPR,Authorization Object for SACM-uittests,,,,,,,,,,,,,,,,,,,,
S_ACM_DEMO,Authorization object for ACM demo,,,,,,,,,,,,,,,,,,,,
S_ACM_HIER,"Authorization Object for ACM Unittests, Hierarchies",,,,,,,,,,,,,,,,,,,,
S_ACM_TEST,Authorization Object for ACM Unittests,,,,,,,,,,,,,,,,,,,,
S_ADDRCOMM,Business Address Services: Communication Addresses,,,,,,,,,,,,,,,,,,,,
S_ADDRESS1,Business Address Services: Address Type 1 (Org. Addresses),,,,,,,,,,,,,,,,,,,,
S_ADDRESS2,Business Address Services: Address Type 2 (Private Addrs.),,,,,,,,,,,,,,,,,,,,
S_ADDRESS3,Business Address Services:Addr.Type 3(Work Center Addresses),,,,,,,,,,,,,,,,,,,,
S_ADF_ADM,ABAP Daemon Framework: Startup Administration,,,,,,,,,,,,,,,,,,,,
S_ADF_CFG,ABAP Daemon Framework: Startup Configuration,,,,,,,,,,,,,,,,,,,,
S_ADMI_FCD,System Authorizations,,,,,,,,,,,,,,,,,,,,
S_ADS_CONF,Access Adobe Document Services Configuration,,,,,,,,,,,,,,,,,,,,
S_ADT_RES,ABAP Development Tool Resource Access,,,,,,,,,,,,,,,,,,,,
S_ALM_CONF,Alert Management: Configuration,,,,,,,,,,,,,,,,,,,,
S_ALM_CUST,Alert Management: Edit Alert Categories,,,,,,,,,,,,,,,,,,,,
S_ALM_ROLE,Alert Management: Processing Alerts,,,,,,,,,,,,,,,,,,,,
S_ALV_CSUT,ALV Administration Tools,,,,,,,,,,,,,,,,,,,,
S_ALV_LAYO,ALV Standard Layout,,,,,,,,,,,,,,,,,,,,
S_ALV_LAYR,ALV Report-Specific Layouts,,,,,,,,,,,,,,,,,,,,
S_AMC_LOG,Authority Object for AMC Logging,,,,,,,,,,,,,,,,,,,,
S_ANA_AQD,Custom Analytical Queries Authorization Object,,,,,,,,,,,,,,,,,,,,
S_APC_ORIG,WebSocket Origin Header,,,,,,,,,,,,,,,,,,,,
S_APC_TCP,TCP Log,,,,,,,,,,,,,,,,,,,,
S_APC_WS,WebSocket Log,,,,,,,,,,,,,,,,,,,,
S_APJ_ADM,Application Jobs Administration (Obsolete),,,,,,,,,,,,,,,,,,,,
S_APJ_JCE,Application Jobs of Other Users,,,,,,,,,,,,,,,,,,,,
S_APJ_JT,Application Job Templates (Obsolete),,,,,,,,,,,,,,,,,,,,
S_APJ_NAM,Create Application Jobs for Other Users,,,,,,,,,,,,,,,,,,,,
S_APJ_TMPL,Actions on Job Templates of Other Users,,,,,,,,,,,,,,,,,,,,
S_APJ_TPL,Application Job Templates of Other Users,,,,,,,,,,,,,,,,,,,,
S_APO_CUST,APO Authorization Object: Maintain SAP Delivery Objects,,,,,,,,,,,,,,,,,,,,
S_APPL_LOG,Applications log,,,,,,,,,,,,,,,,,,,,
S_ARCD_OBJ,Execute Data Destruction Run for Data in the Database,,,,,,,,,,,,,,,,,,,,
S_ARCD_RES,Include Resources in Deletion Packages,,,,,,,,,,,,,,,,,,,,
S_ARCD_RUN,Execute Data Destruction Run,,,,,,,,,,,,,,,,,,,,
S_ARCHIVE,Archiving,,,,,,,,,,,,,,,,,,,,
S_ARC_CHGR,Set Expiration Date to Today's Date,,,,,,,,,,,,,,,,,,,,
S_ARS_SNAP,Snapshots for API State ATC Checks,,,,,,,,,,,,,,,,,,,,
S_ARS_XMPT,Exemptions for API State ATC Checks,,,,,,,,,,,,,,,,,,,,
S_ASAPIA,Implementation Assistant,,,,,,,,,,,,,,,,,,,,
S_ASAPIAA,Implementation Assistant: Attribute Maintenance Accelerators,,,,,,,,,,,,,,,,,,,,
S_ASAPIAAT,Maintain Topic Attributes,,,,,,,,,,,,,,,,,,,,
S_ASAPIAD,Implementation Assistant - Documentation,,,,,,,,,,,,,,,,,,,,
S_ASAP_IA,Implementation Assistant,,,,,,,,,,,,,,,,,,,,
S_ASAP_RF,Implementation Assistant: Roadmap (Type and Flavor),,,,,,,,,,,,,,,,,,,,
S_ASAP_TF,Separate Roadmap Type and Flavor,,,,,,,,,,,,,,,,,,,,
S_ATO_COL,Software Collection (ATO),,,,,,,,,,,,,,,,,,,,
S_ATO_CTMS,Cloud Platform Transport Management - Deploy Resource,,,,,,,,,,,,,,,,,,,,
S_ATO_SET,Extensibility Settings (ATO),,,,,,,,,,,,,,,,,,,,
S_BCOS_BC,Authorization Object for Creating Support Message,,,,,,,,,,,,,,,,,,,,
S_BCSETS,BC Set Authorization Object,,,,,,,,,,,,,,,,,,,,
S_BDC_MONI,Batch Input Authorizations,,,,,,,,,,,,,,,,,,,,
S_BDS_D,BC-SRV-KPR-BDS: Authorizations for Accessing Documents,,,,,,,,,,,,,,,,,,,,
S_BDS_DS,BC-SRV-KPR-BDS: Authorizations for Document Set,,,,,,,,,,,,,,,,,,,,
S_BEL_BONI,Business Object Node Instances,,,,,,,,,,,,,,,,,,,,
S_BEL_ONI,Object Node Instances (Obsolete),,,,,,,,,,,,,,,,,,,,
S_BGRFC,Authorization Object for NW bgRFC,,,,,,,,,,,,,,,,,,,,
S_BGRFC_QG,bgRFC Queue Groups,,,,,,,,,,,,,,,,,,,,
S_BOR_PRX,Authorization for RFC Generation of Remote Instances,,,,,,,,,,,,,,,,,,,,
S_BOR_RFC,Authorization for Remote Instantiation,,,,,,,,,,,,,,,,,,,,
S_BPE_CONF,Configuration of Inbound Processing of Integration Processes,,,,,,,,,,,,,,,,,,,,
S_BRAN_ADM,Industry management,,,,,,,,,,,,,,,,,,,,
S_BRWS_CUS,Authorization for Data Browser Functions,,,,,,,,,,,,,,,,,,,,
S_BRWS_ORG,Org. related authority check for generic lists,,,,,,,,,,,,,,,,,,,,
S_BRWS_TIM,Time related authority check for generic lists,,,,,,,,,,,,,,,,,,,,
S_BTCH_ADM,Background Processing: Background Administrator,,,,,,,,,,,,,,,,,,,,
S_BTCH_API,Background Processing: Special Authorizations for API,,,,,,,,,,,,,,,,,,,,
S_BTCH_EXT,External Scheduler,,,,,,,,,,,,,,,,,,,,
S_BTCH_JOB,Background Processing: Operations on Background Jobs,,,,,,,,,,,,,,,,,,,,
S_BTCH_NA1,Batch Processing: User Name and Program,,,,,,,,,,,,,,,,,,,,
S_BTCH_NAM,Background Processing: Background User Name,,,,,,,,,,,,,,,,,,,,
S_BTCH_TMP,Background Processing: Operations on job templates,,,,,,,,,,,,,,,,,,,,
S_BW4_REST,Authority object for BW/4HANA RESTful Resources Access,,,,,,,,,,,,,,,,,,,,
S_CALENDAR,Public holiday and factory calendar maintenance,,,,,,,,,,,,,,,,,,,,
S_CALLMON,Authorization for Queue Handler Monitor,,,,,,,,,,,,,,,,,,,,
S_CARRID,Authorization Object for Airlines,,,,,,,,,,,,,,,,,,,,
S_CBC_XPRA,XPRA Authorization,,,,,,,,,,,,,,,,,,,,
S_CBO,Custom Business Objects: Authorization,,,,,,,,,,,,,,,,,,,,
S_CCL,Authorization for Custom Code List,,,,,,,,,,,,,,,,,,,,
S_CCMS_CMC,CCMS Monitoring Console,,,,,,,,,,,,,,,,,,,,
S_CCM_RECV,Authorizations for Transferring Central System Repos. Data,,,,,,,,,,,,,,,,,,,,
S_CCSOURCE,Authorization for client copy in source client,,,,,,,,,,,,,,,,,,,,
S_CCTARGET,Authorization for client copy in target client,,,,,,,,,,,,,,,,,,,,
S_CDB_OBJ,Customer Data Browser Object,,,,,,,,,,,,,,,,,,,,
S_CDB_VAR,Customer Data Browser Variant,,,,,,,,,,,,,,,,,,,,
S_CDMC,Authority object for SAP SLO-CDMC,,,,,,,,,,,,,,,,,,,,
S_CDOP,Authority object for SAP SLO-CDOP,,,,,,,,,,,,,,,,,,,,
S_CDR_ADM,Cloud Data Return : Extraction and Download Admin,,,,,,,,,,,,,,,,,,,,
S_CFC_AUTH,Clarification Controller: General Authorization Object,,,,,,,,,,,,,,,,,,,,
S_CFG_DEV,Content Development Authorization,,,,,,,,,,,,,,,,,,,,
S_CHKM__FA,CheckMan_f   Authorization Object,,,,,,,,,,,,,,,,,,,,
S_CLB_FEED,Collaboration: Authorization for Feed,,,,,,,,,,,,,,,,,,,,
S_CLD_TRAN,Cloud transport authorization object,,,,,,,,,,,,,,,,,,,,
S_CLNT_CPY,Client Copy Process Execution,,,,,,,,,,,,,,,,,,,,
S_CLNT_EXI,Client Copy Exit Execution in RFC,,,,,,,,,,,,,,,,,,,,
S_CLNT_IMP,Data Import for Client Copy,,,,,,,,,,,,,,,,,,,,
S_CMI_CCV,Cross-Client Validation,,,,,,,,,,,,,,,,,,,,
S_CMI_WS,Remote Business Content Workspace Activation,,,,,,,,,,,,,,,,,,,,
S_CNVMDS_M,NZDT: Responsibility for Dual Control on Remote Systems,,,,,,,,,,,,,,,,,,,,
S_CNVMDS_U,NZDT: Access to Migration Functionality,,,,,,,,,,,,,,,,,,,,
S_COAT_ADM,Administration of Customer-defined Objects,,,,,,,,,,,,,,,,,,,,
S_COAT_BGR,COAT: Authorization Groups,,,,,,,,,,,,,,,,,,,,
S_CONF_USR,Access to Configuration Objects,,,,,,,,,,,,,,,,,,,,
S_CONV,,,,,,,,,,,,,,,,,,,,,
S_COV_ADM,Coverage Analyzer: Administration,,,,,,,,,,,,,,,,,,,,
S_CPIC,CPIC Calls from ABAP Programs,,,,,,,,,,,,,,,,,,,,
S_CPPVINT,CP Process Visibility Integration,,,,,,,,,,,,,,,,,,,,
S_CPWFMON,CP Workflow Integration Monitoring,,,,,,,,,,,,,,,,,,,,
S_CTC,CTC authorizations,,,,,,,,,,,,,,,,,,,,
S_CTEMPLAT,Customizing templates,,,,,,,,,,,,,,,,,,,,
S_CTS_ADMI,Administration Functions in Change and Transport System,,,,,,,,,,,,,,,,,,,,
S_CTS_LANG,Language Transport Administration Functions,,,,,,,,,,,,,,,,,,,,
S_CTS_SADM,System-Specific Administration Authorization for NON-ABAP,,,,,,,,,,,,,,,,,,,,
S_C_FUNCT,C calls in ABAP programs,,,,,,,,,,,,,,,,,,,,
S_DAAG,Data Aging,,,,,,,,,,,,,,,,,,,,
S_DAGPTM,Data Aging : Partition Management,,,,,,,,,,,,,,,,,,,,
S_DATASET,Authorization for file access,,,,,,,,,,,,,,,,,,,,
S_DB2_ADM,DB2/390: Database Administration,,,,,,,,,,,,,,,,,,,,
S_DB2_COMM,DB2 OS/390 commands: in Database Performance Monitor (ST04),,,,,,,,,,,,,,,,,,,,
S_DBCON,Database Multiconnect,,,,,,,,,,,,,,,,,,,,
S_DDLACRUD,CDS: Annotation Definitions,,,,,,,,,,,,,,,,,,,,
S_DDLA_CRU,Authorization Check for CDS Annotation Definition Owner,,,,,,,,,,,,,,,,,,,,
S_DDSTCAUT,Structure Changes in Support Package Systems,,,,,,,,,,,,,,,,,,,,
S_DD_MTSH,Shared Table: Sharing type or DDTENANTKEYS maintenance,,,,,,,,,,,,,,,,,,,,
S_DEVELOP,ABAP Workbench,,,,,,,,,,,,,,,,,,,,
S_DHAMBACT,ABAP Metadata Browser,,,,,,,,,,,,,,,,,,,,
S_DHAMBCDS,ABAP Metadata Browser for CDS views,,,,,,,,,,,,,,,,,,,,
S_DHAMBOBJ,Objects released for ABAP Metadata Browser,,,,,,,,,,,,,,,,,,,,
S_DHAMBSLT,ABAP Metadata Browser for Mass Transfers,,,,,,,,,,,,,,,,,,,,
S_DHAMBTAB,ABAP Metadata Browser for DB Tables,,,,,,,,,,,,,,,,,,,,
S_DHAMBVW,ABAP Metadata Browser for Database Views,,,,,,,,,,,,,,,,,,,,
S_DHAPEAC2,ABAP Pipeline Engine,,,,,,,,,,,,,,,,,,,,
S_DHAPEACT,(Obsolete) ABAP Pipeline Engine,,,,,,,,,,,,,,,,,,,,
S_DHAPEOP,Operators released for ABAP Pipeline Engine,,,,,,,,,,,,,,,,,,,,
S_DHAPEOPR,Operators released for ABAP Pipeline Engine,,,,,,,,,,,,,,,,,,,,
S_DHBASACT,ABAP Agent,,,,,,,,,,,,,,,,,,,,
S_DHBASCDS,SAP Data Hub - ABAP Agent - Check on CDS Views,,,,,,,,,,,,,,,,,,,,
S_DHCDCACT,Change-Data-Capture Engine,,,,,,,,,,,,,,,,,,,,
S_DHCDCCDS,CDS Views released for Change-Data-Capture Engine,,,,,,,,,,,,,,,,,,,,
S_DHCDCREC,SAP Data Hub CDC Engine - Check on Recording Object Type,,,,,,,,,,,,,,,,,,,,
S_DHCDCSTP,Subscriber Types released for Change-Data-Capture Engine,,,,,,,,,,,,,,,,,,,,
S_DHCDCTAB,Database Tables released for Change-Data-Capture Engine,,,,,,,,,,,,,,,,,,,,
S_DHRDBACT,Resilient Data Buffer,,,,,,,,,,,,,,,,,,,,
S_DMC,DMC: Transaction and Activity,,,,,,,,,,,,,,,,,,,,
S_DMCC,Data Migration: migration record,,,,,,,,,,,,,,,,,,,,
S_DMC_ADMI,DMC: Administration activities,,,,,,,,,,,,,,,,,,,,
S_DMC_COBJ,DMC: Conversion Object activities,,,,,,,,,,,,,,,,,,,,
S_DMC_ORGO,DMC: Organizational Object Activities,,,,,,,,,,,,,,,,,,,,
S_DMC_PRJC,DMC: Project activities,,,,,,,,,,,,,,,,,,,,
S_DMC_SPRJ,DMC: Subproject activities,,,,,,,,,,,,,,,,,,,,
S_DMC_S_R,MWB: Reading / writing in sender / receiver,,,,,,,,,,,,,,,,,,,,
S_DMIS,SAP SLO Data migration server (Runtime),,,,,,,,,,,,,,,,,,,,
S_DMISIUCA,SAP Landscape Transformation Replication Server - Activities,,,,,,,,,,,,,,,,,,,,
S_DMIS_ACT,Authorization object for activity group maintenance,,,,,,,,,,,,,,,,,,,,
S_DMIS_ADV,DMIS Analysis Development authorization,,,,,,,,,,,,,,,,,,,,
S_DMIS_AGR,Authorization object for DMIS activities in activity group,,,,,,,,,,,,,,,,,,,,
S_DMIS_ANA,DMIS Analysis Authorizations,,,,,,,,,,,,,,,,,,,,
S_DMIS_BOD,Authorization Object for OBT Business Object Directory,,,,,,,,,,,,,,,,,,,,
S_DMIS_DEV,Development authority for DMIS,,,,,,,,,,,,,,,,,,,,
S_DMIS_ES,Authorization Object for OBT Embedded Specification,,,,,,,,,,,,,,,,,,,,
S_DMIS_KB,Authorization Object for LTR2_KB,,,,,,,,,,,,,,,,,,,,
S_DMIS_MOM,MWB/ Migration Object Modeler (Designtime),,,,,,,,,,,,,,,,,,,,
S_DMIS_PDV,DMIS Portfolio Object Development,,,,,,,,,,,,,,,,,,,,
S_DMIS_PEC,Posting Engine Content Development,,,,,,,,,,,,,,,,,,,,
S_DMIS_PEP,Posting Engine Project Execution,,,,,,,,,,,,,,,,,,,,
S_DMIS_PPM,DMIS Portfolio and Project Management authorization,,,,,,,,,,,,,,,,,,,,
S_DMIS_RFC,Authorization Object for Remote Function Calls,,,,,,,,,,,,,,,,,,,,
S_DMIS_SCR,Authorization Object for TDMS 4.0 Scrambling,,,,,,,,,,,,,,,,,,,,
S_DMIS_SL,Authorizations for the access control to the OBT Step List,,,,,,,,,,,,,,,,,,,,
S_DMIS_SLT,Authorization Object for Replication Server,,,,,,,,,,,,,,,,,,,,
S_DMIS_TR,LT Basis: Transformation Rule Framework,,,,,,,,,,,,,,,,,,,,
S_DMIS_WL,Scenarios released for data migration or data replication,,,,,,,,,,,,,,,,,,,,
S_DMSK,Authorization Object for TA SDMSK (Data Masking),,,,,,,,,,,,,,,,,,,,
S_DOKU_AUT,SE61 Documentation Maintenance Authorization,,,,,,,,,,,,,,,,,,,,
S_DOTM_SYS,DBOS Cockpit: System Authorization,,,,,,,,,,,,,,,,,,,,
S_DRUL,Data Dictionary: Dependency Rules,,,,,,,,,,,,,,,,,,,,
S_DSAUTH,DataServices: Auth Object,,,,,,,,,,,,,,,,,,,,
S_DSDEV,SAP Data Services Authorization Object for development,,,,,,,,,,,,,,,,,,,,
S_DSPGMCHK,SAP Data Services Authorization Object for program names,,,,,,,,,,,,,,,,,,,,
S_DTDC,Data Dictionary: Dynamic View Caches,,,,,,,,,,,,,,,,,,,,
S_DVF_ALL,DVF Authorization,,,,,,,,,,,,,,,,,,,,
S_DVF_DSP,DVF Display Authorization,,,,,,,,,,,,,,,,,,,,
S_DX,Data Transfer Workbench,,,,,,,,,,,,,,,,,,,,
S_DX_MAIN,DX Workbench: Transaction Code and Activity,,,,,,,,,,,,,,,,,,,,
S_DX_PROJ,"DX Workbench: Transaction Code, DX Project, and Activity",,,,,,,,,,,,,,,,,,,,
S_DYNLGPTS,Authorization object for dynamic logpoints,,,,,,,,,,,,,,,,,,,,
S_ECATT,Test Automation with SAP eCATT,,,,,,,,,,,,,,,,,,,,
S_ECATTADM,Administration of Test Automation with SAP eCATT,,,,,,,,,,,,,,,,,,,,
S_ECL_CAT,ECL Viewer: Authorization Object for Stamp Categories,,,,,,,,,,,,,,,,,,,,
S_ECL_STP,ECL Viewer: Authorization Object for Printing with Metadata,,,,,,,,,,,,,,,,,,,,
S_ECL_STP2,ECL Viewer: Authorization Object for Printing with Metadata,,,,,,,,,,,,,,,,,,,,
S_ECMADMIN,ECM Administration,,,,,,,,,,,,,,,,,,,,
S_ECMGROUP,ECMI: Group assignment for ECMI,,,,,,,,,,,,,,,,,,,,
S_ECM_SU,ECMI: ECM Store Super User,,,,,,,,,,,,,,,,,,,,
